doc_id,text,topic,probability
727,dalam rangka ingat hari sumpahpemuda ke pens gelar upacara bendera yang laksana di lapang merah gedung d pens upacara gelar pada hari jumat dengan ikut oleh mahasiswa dan seluruh civitas akademika pens pada ingat hari sumpah pemuda ke ini perintah indonesia usung tema satu bangun bangsa upacara ini laksana bagai wujud hormat kepada para pahlawan yang telah gugur untuk juang penting bangsa indonesia lengkap baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.8190377
728,program studi sains data terap dan himpun mahasiswa teknik informatika dan sains data terap departemen teknik informatika dan komputer politeknik elektronika negeri proudly present online guest lecture series dengan tema working in data fields narasumber mochamad fajar ramadhan data warehouse engineer usaha ewallet moderator eva dwi lestari mahasiswa it pens giat ini akan selenggara pada sabtu oktober wib zoom meeting link conference meeting id passcode tijoss link virtual background fasilitas materi seminar ecertificate useful knowledge tambah relasi gratis dan buka untuk umum,-1,0.63431585
729,sikap hari sumpah pemuda benar sudah tuang dalam bunyi ikrar sumpah pemuda yaitu dengan guna bahasa indonesia yang baik dan benar jaga utuh bangsa lalu sikap toleransi tiap individu bagai mahasiswa juga dapat bukti dengan peka hadap masalah sekitar lalu bantu beri solusi dalam selesai layak arti yang tuang pada tri dharma guru tinggi maupun peran fungsimahasiswa politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesiaharisumpahpemuda harisumpahpemuda,0,0.77087724
730,prestasi bidang mekanik hasil bawa oleh tiga mahasiswa teknik mekatronika pens dalam satu tim nama artaka helat oleh universitas sebelas maret final mechanical festival ini langsung pada tim artaka sabet juara tingkat nasional pada kategori design innovation yang umum saat awarding walaupun langsung cara daring tim sebut hasil selesai misi dengan baik dan maksimal berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.8269712
731,kompetisi tingkat provinsi yakni royal sport event yang ikut oleh delegasi pens usai umum menang pada rabu giat tahun ini diri dari delapan cabang lomba dan langsung di royal plaza delapan atlet taekwondo kampus tradisi juara sukses bawa pulang harga dalam ajang kompetisi sebut yakni enam medali perak dan dua medali emas berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.6025971
732,selamat ingat hari listrik nasional oktober mari kita terus manfaat energi listrik dengan bijak dan efisien moga listrik di pelosok negeri ini bisa terus kembang dan lebih baik lagi politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia harilistriknasional,0,0.74062526
733,ingat hari serikat bangsa bangsa pbb yang diri sejak oktober jadi ingat kepada seluruh lapis masyarakat kena tuju pbb yang cakup cara global untuk jaga damai cegah konflik dan bantu manusia sehingga kontribusi kita juga sangat penting untuk capa tuju sebut politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia haripbb,0,0.7609514
734,pens international cooperation office webinar study in uni arab emirates under graduates post graduate study speaker iwan syarif phd ketua kui pens topik beasiswa untuk studi lanjut dan student exchange ke luar negeri prof had susanto khalifa university uni arab emirates topik study in uni arab emirates sabtu oktober pukul wib bitlypensstudyuae untuk umum politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia study uniarabemirates,0,0.6502507
735,penstv wisuda ke hasil gelar cara luring pens kukuh wisudawan politeknik elektronika negeri pens resmi helat sidang buka senat dalam rangka wisuda ke giat langsung lama dua hari yakni hari sabtu dan minggu di ruang auditorium lantai gedung pascasarjana pens dengan tetap terap protokol sehat wisuda kali ini akhir hasil datang orang tua atau wali mahasiswa telah wisuda belum kendala pandemi covid kukuh wisudawan dari jenjang magister terap sarjana terap dan program diploma ini siar cara live lalu akun youtube pens tv saksi lengkap di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia gamejampens,0,0.82325786
736,lamongan departemen teknologi multimedia kreatif dtmk politenik elektronika negeri pens dan dinas pariwisata dan budaya kabupaten lamongan disparbud kab lamongan usai selenggara abdi masyarakat mas pada rabu giat ini rupa inisiasi awal pens untuk beri produk inovasi kepada masyarakat luas lalu video cinematic bagai media promosi untuk daerah wisata pada kab lamongan rangkai giat yang tempat di disparbud kab lamongan ini hadir oleh kholid fathoni skom mt selaku kepala departemen teknologi multimedia kreatif kadep dtmk dr muhammad agus zainudin st mt selaku ketua program studi kaprodi d teknologi multimedia broadcasting darmawan aditama skom mt yang rupa kaprodi pens psdku lamongan serta wakil dosen dan mahasiswa pens dapat pula giat penandatanganan berita acara serah terima upa video cinematic pantai joko mursodo antara pens dan disparbud kab lamongan bagai bentuk promosi kenal destinasi wisata tempat berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,-1,0.60571826
737,inkubator bisnis pens yakni pens sky venture kembali helat business matching bagai bentuk upaya kembang bisnis bagi startup yang naung serta kenal tenant kepada calon investor giat sebut sukses selenggara pada rabu di gedung dyandra convention center giat yang tema sincerely build business through mutual benefit collaboration and investment ini ikut banyak tenant bina pens sky venture beberapa pihak industri serta wakil dinas hubung kota dan inkubator bisnis guru tinggi lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.7387976
738,banyak mahasiswa usai ikut sidang buka senat wisuda ke pens pada sabtu dan minggu arasy dafa sulistya kurniawan mahasiswa program studi d teknik telekomunikasi jadi salah satu mahasiswa yang kukuh bagai wisudawan pens ke arasy sukses jadi salah satu wisudawan yang lulus dengan puji atau dapat predikat cumlaude sukses yang raih rupa hasil dari usaha dan kerja keras yang laku cara konsisten untuk wujud impi berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.8400445
739,latih future career haloo km pens ada kabar baik nih untuk temanteman semua yang milik minat ajar besar untuk ajar tentang uiux data science dan linkedln bem kabinet relevansi beri sempat untuk kalian dengan ada buah seminar tema linkedln dan juga buah latih tema uiux dan data science giat future career ini akan ada cara offline pada hari tanggal sabtu oktober sabtu oktober sabtu november sabtu november tempat gedung d pens gak perlu pikir panjang yuk langsung saja daftar diri sekarang lalu link yang sudah sedia ya slot batas link daftar bempensaciddaftarfc cp farrel ella,0,0.6731054
740,pens resmi helat sidang buka senat dalam rangka wisuda ke giat langsung lama dua hari yakni hari sabtu dan minggu di ruang auditorium lt gedung pascasarjana pens dengan tetap terap protokol sehat mulai pada pukul wib wisuda kali ini akhir bisa datang orang tua atau wali mahasiswa telah dua kali wisuda belum kendala pandemi covid kukuh wisudawan jenjang magister terap sarjana terap dan program diploma tiga ini siar cara live lalu akun youtube pens tv lengkap baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.84637725
741,ikut kutip aliridho barakbah skom phd selaku direktur pens dalam sambut dan sedikit kesan dan pesan dari fadl lul hakim ihsan dan shinta amalia hapsari selaku wakil wisudawan dan wisudawati pada saat sidang buka senat dalam rangka wisuda ke pens program sarjana terap minggu oktober politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia sidangterbukasenatwisudake,0,0.82156974
742,wisuda adalah akhir dari awal buah kenang hangat dari masa lalu dan impi besar untuk masa depan selamat wisuda mahasiswa pens ke terus lang untuk lahir hal baik di masa depan politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia wisudapenske,0,0.77976835
743,ikut kutip aliridho barakbah skom phd selaku direktur pens dalam sambut dan sedikit kesan dan pesan dari bening safitri dan arasy dafa sulistya kurniawan selaku wakil wisudawan dan wisudawati pada saat sidang buka senat dalam rangka wisuda ke pens program magister terap dan diploma iii sabtu oktober politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia sidangterbukasenatwisudake,0,0.77727455
744,penstv pens competition ajang bangkit minat bakat mahasiswa pasca pandemi gelar tahun pens competition kembali helat cara offline oleh lmb pens hitung jalan lama kurang lebih satu bulan giat ini sukses jaring km pens untuk tanding dalam bagai cabang lomba dengan usung tema reunite pens competition tahun ini jadi bangkit minat bakat mahasiswa pasca pandemi giat ini ikut oleh delapan himpun mahasiswa hima pens saksi lengkap di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.80482626
745,tetap oktober bagai hari hak asasi binatang dasar oleh deklarasi universal tentang sejahtera hewan deklarasi ini rupa bentuk sepakat yang aku bahwa hewan itu hidup dan dapat derita hak asasi hewan tidak hanya beri manfaat bagi hewan saja tetapi juga bagi manusia yang hidup dalam satu ekosistem selamat hari hak asasi binatang binatang punya hak untuk dapat lindung atas diri politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia harihakasasibinatang,0,0.7078601
746,flash news september workshop pens sky venture sama brin kuliah tamu professor dari okayama university hingga juara asc pada bulan september badan riset dan inovasi nasional brin langsung workshop bagai bentuk buat inisiasi kerja sama dan sosialisasi fasilitas ppbr selain itu profesor dari okayama university beri kuliah tamu dengan bahas putar teknologi indoor locazition system info bangga juga datang dari ajang seleksi nasional asean skill competition yang nobat prestasi bagi enam mahasiswa pens untuk video lengkap bisa anda lihat di youtube pens tv politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia flashnews,-1,0.84918815
747,selamat hari jadi provinsi jawa timur yang ke semangat nawa bhakti satya untuk jawa timur yang lebih maju jatim bangkit adapun kutip dari mohammad natsir yaitu untuk capai sesuatu harus juang dulu seperti ambil buah kelapa dan tidak tunggu saja seperti jatuh durian yang telah masak politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia hutjawatimur,0,0.7776575
748,giat seminar kembali helat oleh himpun mahasiswa teknik informatika himit pens cara hybrid yakni lalu zoom video conference dan tempat di ruang theater hh d pens giat yang tema how to kickstart your career as uiux designer ini hadir dea niar misdayuni selaku ui designer di niagahoster serta rifki dwi achsani taqkwim selaku uiux designer di icon giat ini buka untuk umum dan laksana pada minggu baca lengkap di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.722067
749,pens competition penscomp kembali gelar cara offline dengan usung tema reunite mulai pada sabtu dan tutup pada minggu runtut giat penscomp diri dari dua cabang lomba yakni seni dan olahraga kompetisi yang langsung rupa ajang gengsi antar seluruh hima di pens dan nobat hima elka bagai juara umum inisiasi oleh lembaga minat bakat lmb giat ini hasil tarik antusiasme seluruh mahasiswa pens berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.8126321
750,breakout jelajah tiap sudut alunalun kota salah satu destinasi wisata yang jadi rekomendasi di kota adalah alunalun yang ada di pusat kota sedikit beda pada alunalun di kota lain di sini dapat ruang bawah tanah yang jadi lokasi tarik bagi wisatawan banyak yang dapat ekspor di tempat ini seru bisa kalian saksi pada video ikut saksi lengkap di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia breakout,-1,0.7707533
751,banyak tim yang lolos dana dalam giat program mahasiswa wirausaha pmw usai ikut giat monitoring dan evaluasi monev internal yang selenggara oleh pens giat yang gelar cara offline ini langsung di ruang kelas bb gedung d lt pens pada jumat tampak para anggota tim dengan antusias tampil karya baik sehingga giat monev jalan dengan lancar baca lengkap di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.8478933
752,kembali mahasiswa pens yakni tim maestro rebut prestasi pada ajang nasional lalu lomba robot line follower microcontroller anggota dua mahasiswa d teknik informatika yakni mohammad arief darmawan dan bayu hidayah nur muhammad serta ilman hukma rosyidi selaku mahasiswa sarjana terap teknik elektronika hasil rebut posisi juara kompetisi yang helat oleh politeknik angkat darat poltekad ini langsung cara offline pada minggu baca lengkap di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,1,0.81292146
753,selamat ingat hari lahir nabi muhammad saw rabiul awal h allah firman sungguh telah ada dalam diri rasulullah itu suri teladan yang baik bagi yaitu bagi orang orang yang harap rahmat allah dan datang hari kiamat dan dia banyak sebut allah qs alahzab politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia maulidnabih,0,0.65456384
754,seminar how to kickstart your career as uiux designer warmest greetings pals di era digital kaya sekarang siapa sih yang gak tau apa itu design dalam kembang website dan aplikasi pun perlu design unik dengan ide keren yang pasti harus bisa tarik minat unjung bukan bagi kalian yang tarik di dunia web design pasti ga asing dengan istilah user experience kirakira apa aja sih yang perlu disiapin buat mulai ajar uix design lalu job apa yang bakal dikerjain di bidang ini yuk gabung seminar kita dan poin seru save the date minggu oktober wib sd selesai offline teater d pens dan online zoom meeting benefits ecertificate free discussion relation and networking doorprize daftar gratis dan buka untuk umum loh yuk buru daftar tunggu apa lagi register now here link registrasi contact person wame nabila wame hagan,0,0.6232717
755,menteri koperasi dan ukm menkop ukm teten masduki serta staf khusus presiden sekaligus inisiator pahlawan digital umkm putri tanjung telah umum final pahlawan digital umkm dalam acara kick off pahlawan digital umkm pada senin dari final sebut salah satu adalah sandangs start up bina pens sky venture yang baru saja masuk di tahun ini gerak bidang fashion bas platform yang hubung jahit dan desainer dengan customer baik bb maupun cara direct consumer baca lengkap di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.7823988
756,tiga mahasiswa pens hasil raih prestasi dalam lomba karya tulis ilmiah lkti tingkat nasional tim braitech yang diri dari mahasiswa prodi sarjana terap teknik informatika dan mahasiswa prodi sarjana terap mekatronika hasil sabet juara lkti mahasiswa escom education and science competition fair juara lkti yang selenggara oleh hmps didik fisika uin sunan kalijaga yogyakarta sebut umum dalam acara puncak escom fair pada minggu lalu platform zoom video conference baca lengkap di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.8617531
757,buka untuk seluruh civitas akademika pusat teliti dan abdi masyarakat pm pens usai langsung giat ngopi serius ngobrol santai sama direktur pens yakni ali ridho barakbah skom phd giat ini tempat di cafetaria lt gedung pascasarjana pens ngobrol santai sebut helat pada hari selasa sore dengan ambil tema teknologi elektrifikasi kendara berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.838302
758,selamat dan sukses atas capai tim virta juara tim oriental juara tim qows juara favorit digifest east java creative technology business competition ctbc politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.7545189
759,ngopi serius ngobrol santai sama direktur dengan tema teknologi elektrifikasi kendara bicara aliridho barakbah skom phd direktur pens selasa oktober pukul wib di ruang cafetaria lantai gedung pascasarjana buka untuk civitas akademika pens politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.85549074
760,selamat tempuh uji tengah semester ganjil kerah usaha maksimal dengan doa dan kerja dengan jujur moga beri lancar dan hasil yang muas politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia ujiantengahsemesterganjil,4,0.943039
761,ujang supriyadi bagai delegasi pens hasil kantong harga juara mahasiswa prestasi utama jenjang diploma dalam program pilih mahasiswa prestasi tingkat nasional hal sebut umum lalu malam anugerah yang langsung hari sabtu di balai sidang kampus ui depok jawa barat dengan ini pens sudah tahun berturutturut jadi sumbang juara dalam program yang selenggara oleh kemendikbudristek lalu pusat prestasi nasional puspresnas baca lengkap di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.8154577
762,civitas akademika politeknik elektronika negeri ucap turut duka cita atas tragedi di stadion kanjuruhan mari kita panjat doa agar korban husnul khotimah dan keluarga beri tabah aamiin dari tragedi ini kita semua lebih ajar dari olahraga sangat penting junjung tinggi sportivitas tragedi ini bukan sekadar tentang duka dunia sepak bola lebih tentang manusia prayforkanjuruhan,0,0.5352931
763,ukm musik pens usai pamer tampil pada giat jazz night di hari sabtu giat yang langsung di suara center sebut hadir oleh beberapa komunitas musik baik kampus atau khalayak umum delegasi band dengan personil ukm musik pens sukses bawa lagu overjoyed milik stevie wonder dan beberapa musik pop jazz lain band sebut hasil tampil performance baik pada giat yang selenggara oleh jazz versity its jazz berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.619266
764,halo sobat pens sejak tetap batik bagai waris budaya indonesia oleh unesco tiap tanggal oktober indonesia jadi bagai hari batik nasional kita bisa sambut hari bahagia ini dengan kena pakai batik ajar batik serta unjung rumah batik maupun museum batik dengan rasa bangga mari kita bagai generasi muda terus bangsa sama lestari batik indonesia hasta karya bangsa warna dunia politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia haribatiknasional,0,0.7582114
765,selamat dan sukses atas capai juara pilih mahasiswa prestasi tingkat nasional program diploma giat ini selenggara oleh pusat prestasi nasional menteri didik budaya risetdan teknologi republik indonesia puspresnas simak capai ujang supriyadi ujangsprr yang juga bagai mahasiswa aktif prodi sarjana terap teknik komputer di slide dua politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia mawapres,0,0.77763927
766,ingat hari sakti pancasila rupa momentum jalan bangsa indonesia untuk tegas kembali fondasi ideologis bangsa mari kita saling bahu bahu dan wujud indonesia bagai bangsa yang besar politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia harikesaktianpancasila,0,0.7476534
767,ingat hari sakti pancasila amal butirbutir pancasila dalam hidup bangsa dan negara lanjut citacita luhur diri bangsa jangan sampai pancasila hanya jadi legenda semata bagai pemuda mari sama jaga utuh negara satu republik indonesia politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia harikesaktianpancasila,0,0.73748666
768,guna kembang dan sukses tuju mahasiswa dalam bidang kewirausahaan pens gelar seminar yang tajuk bangun jiwa entrepreneur kreatif di era digital selenggara cara hybrid yakni lalu zoom video conference dan tempat di mini theater lt gedung pasca sarjana pens giat ini hadir rizal wahyu cahyarama selaku founder dan ceo cahyarama kreatif serta achmad nurhasim hamada yang rupa founder dan ceo pt kekean primanda indonesia giat ini laksana pada kamis dan buka untuk umum berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.7860637
769,caksa eepis open recruitment hallo galapeers caksa is looking for you the roar of the sky signifies our boundless loyalty to caksa like this excellent motto are you committed loyal and like challenges if yes then you are the right person to join caksa in competing in the international event teknofest lets register yourself according to the most suitable role for galapeers technical divisions mechanics hardware software nontechnical divisions project manager administration branding we believe you are the mighty gala so challenge yourself and be a part of our family bitlyguidebookcaksa if you are looking for all the mandatory you can click this link below bitlyopenrecruitmentcaksa stay on our caksas instagram caksaeepis for more information artha fia galaakasawiryasatya caksateam dirgantarapens diangkasakitajaya pensjoss uav,0,0.43399295
770,ingat hari kereta api nasional dasar sejarah pengambilalihan stasiun dan kantor pusat kereta api di bandung dari kuasa jepang pada tanggal september sama dengan itu diri djawatan kereta api republik indonesia dkari politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia harikeretaapi,0,0.6754211
771,seminar bangun jiwa entrepreneur kreatif di era digital halo semua buat kalian para entrepreneurs muda atau yang tarik di bidang entrepreneur ada kabar baik nih seminar bangun jiwa entrepreneur kreatif di era digital telah hadir acara ini akan selenggara cara hybrid pada haritanggal kamis september pukul tempat mini theater lt gedung pasca sarjana pens zoom dan tentu di hadir oleh materi keren yaitu rizal wahyu cahyarama founder dan ceo cahyarama kreatif achmad nurhasim hamada founder dan ceo pt kekean primanda indonesia yuk catet tanggal dan jangan lupa untuk daftar di link ikut ini contact person rere kami tunggu di hari kamis nanti thankyouu politeknik politeknikjoss pens pensjoss,0,0.7335321
772,tingkat skill potret makan dengan alat sederhana dharma wanita pens gelar workshop food photography atas dasar ingin untuk hasil karya luar biasa walau hanya dengan media sederhana dharma wanita pens helat dan ikut workshop food photography laksana pada hari jumat alke niera amelia st rupa narasumber di giat ini langsung cara tatap muka workshop sebut ambil tempat di ruang mini theater lt gedung pascasarjana pens berita lanjut dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.76700115
773,penstv game jam internal pens mahasiswa cipta game lama jam program studi sarjana terap teknologi game pens usai helat game jam pens pada jumat hingga minggu langsung di ruang laboratorium game design lantai gedung d pens serta ajang kompetisi ini jumlah mahasiswa dari bagai program studi rupa agenda rutin kali ini giat sebut kolaborasi dengan salah satu komunitas himpun mahasiswa teknik informatika himit yaitu gamekita saksi lengkap di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia gamejampens,2,0.91033167
774,workshop food photography bekal kamera handphone hasil be like photographer pro bicara alkeu niera profesional food photographer jumat september pukul wib di ruang mini teater lantai gedung pasca sarjana pens konfirmasi hadir silah isi pada taut ikut pensidfoodgraphy politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia foodphotography dwp,0,0.6047009
775,selamat dan sukses atas capai juara seleksi nasional asean skills competition xiii kategori mobile robotics dan refrigeration and air conditioning politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia teknikinformatika,0,0.63754493
776,giat game jam kembali helat oleh program studi game technology gt pens selenggara lama tiga hari hitung sejak jumat hingga minggu rangkai giat tempat di ruang laboratorium game design gedung d pens lt kolaborasi dengan komunitas gamekita game jam tuju untuk kenal industri kreatif upa game developer kepada mahasiswa pens politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,2,0.9267956
777,himpun mahasiswa teknik informatika himit pens usai selenggara sharing session putar dunia kerja pada sabtu saputra aries pratama selaku asistant vice president of software quality at blibli hadir untuk sampai materi yang tema develop your self with blibli giat ini sukses gelar cara daring lalu zoom meeting serta ikut oleh mahasiswa program studi teknik informatika dan sains data terap pens berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.78305364
778,program studi sains data terap pens usai helat kuliah tamu tema analytics dan mlops dalam data sains cara daring lalu zoom meeting hadir data scientist pt aiforesee inovasi skor sekaligus alumni pens yakni hardefa rizky putu rogonondo bagai materi giat ini langsung di hari sabtu buka untuk umum kuliah tamu sebut tuju untuk gali wawas kena analytics dan mlops dalam data sains berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.7466892
779,tetes darah kita nyawa bagi sama hari ini september tepat dengan ingat hari palang merah indonesia pmi pada tanggal september presiden soekarno keluar perintah untuk bentuk suatu badan palang merah indonesia bagai organisasi himpun nasional di indonesia yang gerak dalam bidang sosial manusia politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia haripmi,0,0.70608366
780,surabayapensacid gilarsi wahyu setijono chief executive officer ceo pt vktr teknologi mobilitas kembali unjung politeknik elektronika negeri pens dalam rangka tinjau progres dari kerjasama yang cakup tambah fitur dari kendara listrik kunjung ini selenggara di ruang sidang lantai gedung pasca sarjana lama dua hari rabu dan kamis dalam kunjung ceo pt vktr turut coba fitur dari kendara roda dua yang mula guna bahan bakar minyak bbm jadi kendara listrik berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.7109854
781,prodi teknologi game dan komunitas gamekita kolaborasi dalam helat talkshow yang tajuk kenal industri game dan game development pada kamis tempat di mini theater lt gedung pascasarjana pens giat sebut hadir oleh dua bicara dari asosiasi game indonesia yang juga rupa alumni pens materi pertama adalah ibnu raziq selaku cofounder grinsmile studio yang bawa materi tentang industri game dan muhammad yusuf prastomi yang beri materi tentang kembang game berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,2,0.88677204
782,gresik politeknik elektronika negeri pens sama telkom indonesia dan dinas hubung kab gresik hadir focus group dicussion fgd dengan tema gresik tuju terang jalan umum pju smart system di kantor dishub kab gresik rabu giat ini bagai salah satu program andal pens untuk talent scouting academy tsa dari menteri komunikasi dan informatika republik indonesia kominfo lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.84375256
783,penstv life management training lmt kenal karakter dan potensi mahasiswa mahasiswa politeknik elektronika negeri pens usai helat life management training lmt perdana telah pandemi giat yang ikut oleh banyak mahasiswa pens angkat sebut ambil tempat di wonosalam training center wtc jombang laksana dengan penuh ceria training ini langsung lama tiga hari hitung sejak jumat hingga minggu saksi lengkap di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.780768
784,workshop kenal mob programming usai laksana pada senin di ruang mini teater lt gedung pascasarjana pens giat yang laksana oleh program studi teknik informatika pens ini tuju untuk beri wawas dan alam baru kena mob programming ivan dharmawan selaku scrum organization craftmans sempat jadi materi dalam workshop kali ini lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.72996557
785,kerja sama dengan okayama university jepang pens helat kuliah tamu tajuk fils fingerprintbased indoor localization system using ieee pada jumat bertampat di mini theater lt gedung pascasarjana pens hadir prof nobuo funabiki dari department of electrical and communication engineeringokayama university jepang bagai bicara dosen serta mahasiswa dari program d sarjana terap dan s terap sangat antusias ikut kuliah tamu sebut lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.57675266
786,politeknik elektronika negeri program studi teknik informatika kenal mob programming the whole team approach narasumber ivan darmawan scrum organization craftsman senin september pukul wib di ruang mini teater gedung pascasarjana lt pens politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia teknikinformatika,0,0.65857476
787,kuliah tamu big data management for industry materi myrna ermawati skom mkom junior project engineer pt hexagon mining moderator fitrah maharani humaira ssi mkom dosen pens sabtu september pukul wib acara ini buka untuk umum lalu zoom meeting meeting id passcode tijoss politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.5359502
788,sobat pens tanggal september ingat bagai hari olahraga nasional moga depan semua warga negara indonesia mampu untuk lebih cinta olahraga dan mamposisikan olahraga bagai gaya hidup selamat hari olahraga nasional haornas ke satu semangat bangsa lalu olahraga nasional men sana in corpore sano di dalam tubuh yang sehat dapat jiwa yang kuat politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia hariolahraganasional,0,0.79029775
789,damping internal gemastik halo sobatpens pagelaran mahasiswa nasional bidang teknologi informasi dan komunikasi gemastik sudah depan mata pens peran beri dukung dengan laku seleksi internal untuk tim mahasiswa yang minat daftar simak sosialisasi pada jumat september lalu zoom meeting yuk cetak prestasi lagi dan daftar tim kamu politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia gemastik,0,0.69324464
790,politeknik elektronika negeri in collaboration with okayama university japan proudly present guest lecturer on fils fingerprintbased indoor localization system using ieee speaker prof nobuo funabiki from okayama university japan friday september am at mini theater th floor pascasarjana building pens picopens politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.5084235
791,daftar mahasiswa baru tahun akademik program lanjut jenjang sarjana terap d khusus lulus pens halo sobatpens untuk kalian yang belum lulus di politeknik elektronika negeri pens jenjang d saat ini pens beri kalian sempat untuk lanjut ke jenjang sarjana terap d yuk manfaat sempat ini daftar buka pada tanggal september hingga oktober informasi selengkapanya dan daftar mahasiswa baru kunjung web pmbpensacid politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia lanjutjenjang,0,0.86638427
792,mahasiswa politeknik elektronika negeri pens usai helat life management training lmt perdana telah pandemi giat yang ikut oleh banyak mahasiswa pens angkat sebut ambil tempat di wonosalam training center wtc jombang laksana dengan penuh ceria training ini langsung lama tiga hari hitung sejak jumat hingga minggu berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.8160867
793,workshop inisiasi kerjasama dan sosialisasi fasilitas usaha mula bas riset ppbr usai langsung di ruang cafetaria lt gedung pascasarjana pens helat pada hari kamis pens sky venture rupa selenggara giat sebut undang dad nugraha ssi mt dan dr ferry rahmadhan st msi dari badan riset dan inovasi nasional brin workshop ini buka untuk seluruh mahasiswa dan dosen pens giat ini tuju untuk beri informasi dan kenal kena brin untuk para serta yang hadir berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,0,0.84169436
